What does `if __name__ == "__main__":` accomplish? If any are fuzzy, reread that section and run the examples. Running beats rereading. ---	`if __name__ == "__main__":` makes a block only run when the file is executed directly, not when it's imported by another file. When you run a file directly, Python sets the hidden variable `__name__` to `"__main__"`; when another file imports it, `__name__` is set to the module's name instead. This lets you reuse a file's functions elsewhere without triggering its script logic (like calling `main()`) just from importing it.	00_2-programming-fundamentals
Name the four pillars of computational thinking and give a one-line example of each.	**Decomposition** is splitting a big, scary problem into small solvable ones, like breaking "build a to-do app" into add, list, complete, and remove. **Pattern recognition** is noticing a problem is a shape you've seen before, "count word frequency" and "count product sales" are both just tallying things into a dict. **Abstraction** is ignoring irrelevant detail and focusing on the essence, like realizing "find duplicates" only needs fast "have I seen this?" checks, a set problem regardless of whether the items are names or numbers. **Pseudocode/algorithms** means planning the precise steps in plain English before writing any Python, like sketching "find the largest number" as a loop before coding it.	00_3-problem-solving
Recite the six framework steps (UEBOCT). Why is "brute force before optimize"?	The six steps are **U**nderstand, **E**xamples, **B**rute force, **O**ptimize, **C**ode, **T**est. Brute force comes before optimize because a working slow solution beats a broken clever one, always, and it gives you something correct to compare against once you do optimize. It also shows progress (useful in interviews) and keeps you from prematurely chasing an elegant solution to a problem you haven't even solved yet.	00_3-problem-solving
Why work concrete examples *by hand* before coding? What do edge cases buy you?	Working concrete examples by hand confirms you actually understand the problem, and often the algorithm reveals itself: whatever you naturally do in your head to get the right answer is the algorithm. Edge cases, empty input, one element, duplicates, negatives, the biggest or smallest allowed, buy you correctness against the inputs that break naive solutions. The FizzBuzz walkthrough shows this directly: tracing 15 by hand exposes that the "divisible by both 3 and 5" case must be checked first, a trap you'd miss without hand-tracing.	00_3-problem-solving
What's the debugging mantra, and what does "bisect" mean in debugging?	The debugging mantra is **"don't guess, verify"**, meaning you check what a value actually is with a `print` or breakpoint instead of assuming. **Bisect** means checking the middle of a long pipeline to see whether the data is still correct halfway through, which tells you whether the bug is in the first half or the second half. Repeating that narrows a 1000-line program down to a single line in about ten steps.	00_3-problem-solving
What goes into a *good* question when you're stuck, the four parts?	A good question includes four parts: what you're trying to do (the goal), what you tried (the relevant code, kept minimal), what happened (the exact error or wrong output), and what you expected instead. Together these form a **minimal reproducible example**. Producing one is itself a form of debugging, since shrinking the problem down to its essentials often reveals the bug before you even post the question.	00_3-problem-solving
In two-sum, what was the wasted work in brute force, and what data structure removed it? If you can do these, you don't just *know* Python, you know how to *use* it to think. That's the difference that gets hired. ---	The brute-force two-sum solution wastes work by rescanning the whole list for every number to find its complement, checking nearly every pair of indices. Recognizing that "is this value present, and where?" is a repeated lookup problem points to a **dict** mapping value to index, built in a single pass. Walking the list once and checking `target - number` against the dict as you go, recording the current number only after checking it, turns the double loop into one pass, and it handles the duplicate-values edge case correctly because the check happens before the recording.	00_3-problem-solving
**Why is a cache miss to RAM such a big deal, in CPU terms?** Because RAM is ~100x slower than L1 cache and the CPU stalls while waiting. On the "1 cycle = 1 second" scale, an L1 hit is ~3 seconds while a RAM fetch is ~5 minutes. So a code path full of cache misses spends most of its time *waiting*, not computing, which is why locality (spatial + temporal) often dominates raw operation count.	RAM is roughly 100x slower than L1 cache, so on a cache miss the CPU simply stalls, waiting for data instead of computing. On the chapter's "1 cycle = 1 second" scale, an L1 hit feels like about 3 seconds while a RAM fetch feels like about 5 minutes. A code path riddled with cache misses spends most of its time waiting, not computing, which is why **locality**, both spatial and temporal, often matters more for real performance than the raw number of operations an algorithm does.	05_1-memory
**Draw the four main regions of a process's address space and say what each holds.** From high to low: **stack** (call frames/locals, grows down) → free space → **heap** (dynamic allocation, grows up) → **BSS** (zeroed globals) → **data** (initialized globals) → **text** (read-only code). Stack and heap grow toward each other through the shared free region.	From high addresses to low, a process's address space is laid out as **stack**, free space, **heap**, **BSS**, **data**, then **text**. The stack holds call frames and local variables and grows downward; the heap holds dynamically allocated memory and grows upward, toward the stack, through the shared free region in between. Below the heap, BSS holds zeroed, uninitialized globals, data holds initialized globals and statics, and text at the very bottom holds the read-only compiled instructions.	05_1-memory
**What *is* a stack overflow, mechanically?** The stack is a small fixed-size region. Each un-returned call keeps a frame on it. Recursing too deep (or with no base case) pushes frames past the end of the region into a guard page, and the OS kills the process. CPython adds a software recursion limit (~1000) so you get a clean `RecursionError` first.	The stack is a small, fixed-size region of memory, and every function call that hasn't returned yet keeps its stack frame sitting on it. Recursing too deep, or recursing with no base case, keeps pushing new frames until they run past the end of that region into a guard page, at which point the OS kills the process. CPython softens this by adding its own recursion limit (`sys.getrecursionlimit()`, around 1000), so you get a clean, catchable `RecursionError` before the real hardware stack actually blows.	05_1-memory
**Explain Python's "pass by object reference" using the mutate-vs-rebind distinction.** Python copies the *reference* (pointer), not the object. So **mutating** the passed object (`lst.append(...)`) reaches the shared object and the caller sees it; **rebinding** the parameter name (`lst = [...]`) only repoints the local copy of the arrow, so the caller doesn't see it. Slogan: *the reference is passed by value.*	Python copies the reference, not the object, when it passes an argument into a function. If the function **mutates** the object it received, such as `lst.append(...)`, that reaches the same shared object, so the caller sees the change. If the function instead **rebinds** the parameter name to something new, such as `lst = [...]`, it only repoints its own local copy of the reference, leaving the caller's binding untouched. The chapter's slogan for this is that the reference itself is passed by value.	05_1-memory
**Why does CPython need both reference counting and a tracing GC?** Refcounting frees objects promptly when their count hits 0, which handles the common case cheaply and incrementally, but it *cannot* reclaim reference cycles (objects that point at each other keep each other's counts above 0). The generational tracing collector exists specifically to find and free those unreachable cycles, exploiting that most objects die young to keep pauses small.	**Reference counting** frees an object the instant its count reaches zero, which is prompt and cheap for the common case, but it has a structural blind spot: two objects that reference each other keep each other's counts above zero even after nothing else points to either, a reference cycle. CPython's generational **tracing collector** exists specifically to catch that case, it walks from known roots to find everything actually reachable and frees whatever isn't, including orphaned cycles. It scans young objects frequently and old ones rarely, on the assumption that most objects die young, which keeps its pauses small. The two mechanisms are complementary: refcounting handles the bulk of objects cheaply, and tracing mops up what refcounting structurally cannot.	05_1-memory
**Can you leak memory in a garbage-collected language? Give an example.** Yes. The GC only frees what's *unreachable*; it can't free what you still (accidentally) hold a reference to. Classic leaks: an ever-growing global cache/list, never-unsubscribed event listeners, or a long-lived closure capturing a big object. These are *logical* leaks, the memory is still reachable, so the GC correctly leaves it alone.	Yes. The garbage collector only frees what's **unreachable**, it can't free memory you're still, even accidentally, holding a reference to. The chapter's examples are an ever-growing global cache or list that's never trimmed, event listeners that get registered but never unsubscribed, and a closure that captures a large object and stays alive. These are logical leaks: the memory is technically still reachable, so the GC is correctly leaving it alone even though the program no longer actually needs it.	05_1-memory
**State the concurrency-vs-parallelism distinction in one precise sentence each.** Concurrency is *structuring* a program as independently progressing tasks that may be interleaved (dealing with many things at once); parallelism is *executing* multiple tasks literally simultaneously on multiple cores (doing many things at once). You can have concurrency without parallelism (async on one core).	**Concurrency** is structuring a program as independently progressing tasks that may be interleaved, dealing with many things at once. **Parallelism** is executing multiple tasks literally at the same instant on multiple cores, doing many things at once. You can have concurrency without parallelism, the chapter's example is async running on a single core, where tasks take turns but only one is ever actually executing at any given moment.	05_2-concurrency
**Why is `count += 1` a race condition across threads, and how does a lock fix it?** `+=` is read-modify-write, three non-atomic steps; a context switch between read and write lets two threads both read the old value and both write the same increment, losing one. A lock makes the whole read-modify-write a critical section that only one thread enters at a time, serializing access.	`count += 1` looks like a single step but is really three non-atomic steps: read the value, add one, write it back. If a context switch lands between the read and the write, two threads can both read the same old value and both write back the same incremented result, silently losing one increment. A **lock** turns that whole read-modify-write sequence into a critical section that only one thread can be inside at a time, forcing the others to wait their turn and serializing access to the shared counter.	05_2-concurrency
**List the four Coffman conditions and name the most practical one to break.** Mutual exclusion, hold-and-wait, no-preemption, circular-wait, all four must hold for deadlock. The most practical to break is **circular wait**, via a global **lock-ordering** rule (always acquire locks in the same order).	The four **Coffman conditions** are mutual exclusion (a resource can only have one holder), hold-and-wait (a thread holds one resource while waiting for another), no preemption (resources can't be forcibly taken away), and circular wait (a cycle of threads each waiting on the next). All four have to hold simultaneously for deadlock to happen. The most practical one to break is circular wait, enforced with a global **lock-ordering** rule, always acquire locks in the same fixed order, which the chapter shows makes a cycle impossible to form.	05_2-concurrency
**What is the GIL and what does it imply for threads doing CPU-bound work?** The GIL is a single mutex in CPython that lets only one thread execute Python bytecode at a time (to keep refcounting thread-safe). So pure-Python CPU-bound work gets **no** parallelism from threads, it serializes (and may even slow down). CPU parallelism needs `multiprocessing` (separate interpreters, separate GILs).	The **GIL** (Global Interpreter Lock) is a single mutex in CPython that lets only one thread execute Python bytecode at a time, which is what keeps reference counting safe without locking every individual object. For pure-Python CPU-bound work this means threads give you no real parallelism, they just serialize through the interpreter, and contention can even make the threaded version slower than single-threaded code. Real CPU parallelism needs `multiprocessing`, since each process gets its own interpreter and its own GIL.	05_2-concurrency
**When do threads still help in CPython despite the GIL?** For **I/O-bound** work. A thread blocked on network/disk I/O *releases the GIL*, letting other threads run, so the waiting overlaps. Fetching many URLs, reading many files, threads shine because the bottleneck is waiting, not computing.	Threads still help for **I/O-bound** work. When a thread blocks on network or disk I/O, it releases the GIL, letting another thread run while it waits, so the waiting overlaps instead of adding up sequentially. For something like fetching many URLs or reading many files, this makes threads genuinely effective even though only one thread ever executes Python bytecode at a time, because the actual bottleneck is time spent waiting, not time spent computing.	05_2-concurrency
**How does the asyncio event loop achieve concurrency without threads or locks?** Coroutines run on one thread and **cooperatively yield** at `await` points (where they'd otherwise wait on I/O). The event loop runs ready tasks, parks ones that are waiting, and resumes them when their I/O completes. Because switches only happen at explicit `await`s, there's no mid-operation interleaving, so no locks are needed between coroutines. It wins for huge numbers of cheap, I/O-bound tasks; it's the wrong tool for CPU-bound work (a non-yielding coroutine starves the loop).	All coroutines run on a single thread and **cooperatively yield** control at `await` points, exactly where they'd otherwise block on I/O. The event loop runs whatever tasks are ready, parks the ones that are waiting, and resumes each one once its I/O completes. Because a switch only ever happens at an explicit `await`, code between two `await`s runs without interruption from other coroutines, so no locks are needed between them. This design wins for huge numbers of cheap, I/O-bound tasks, but it's the wrong tool for CPU-bound work, since a coroutine that never yields starves the entire loop.	05_2-concurrency
**What is the kernel/user-space boundary, and how does a program cross it?** User mode is unprivileged (can't touch hardware or other processes' memory); kernel mode is privileged. A program crosses *only* via a **system call**, a controlled trap that switches to kernel mode at a fixed entry point, where the kernel validates the request, does the privileged work, and returns. Every file/network/process operation bottoms out in syscalls (watchable with `strace`/`dtruss`).	**User mode** is unprivileged, a program running there can't directly touch hardware or another process's memory. **Kernel mode** is privileged and is where the OS core runs. The only sanctioned way to cross from user mode into kernel mode is a **system call**, a controlled trap that switches the CPU to kernel mode at a fixed entry point, where the kernel validates the request, performs the privileged work, and returns. Every file, network, or process operation eventually bottoms out in syscalls, which you can watch directly with tools like `strace` or `dtruss`.	05_3-operating-systems
**What does "preemptive scheduling" mean and what hardware makes it possible?** A periodic **timer interrupt** forcibly returns control to the kernel, so no process can monopolize the CPU; the scheduler then picks the next ready process (e.g., round-robin time slices). Without the timer interrupt, a buggy infinite loop could freeze the whole machine.	**Preemptive scheduling** means the OS can forcibly take the CPU back from a running process instead of waiting for that process to voluntarily give it up. This is made possible by a periodic **timer interrupt**, which fires and hands control back to the kernel so the scheduler can pick the next ready process, for example handing out round-robin time slices. Without that timer interrupt, a single buggy infinite loop could monopolize the CPU and freeze the entire machine.	05_3-operating-systems
**Why does virtual memory exist, and what is a page fault?** It gives each process an isolated, contiguous-looking address space (so processes can't address each other's RAM), lets virtual pages map to scattered physical frames, and allows over-commit via swap. A **page fault** is a trap when a process accesses a virtual page not in a physical frame; the kernel loads it from disk (major) or maps a fresh frame (minor). An access to an *unmapped* address is a segfault, the kernel kills the process.	**Virtual memory** gives every process its own isolated, contiguous-looking address space, so one process physically cannot address another's RAM, and it lets virtual pages map onto scattered physical frames while letting the system over-commit memory through swap. A **page fault** is a trap that fires when a process accesses a virtual page that isn't currently sitting in a physical frame, the kernel then either loads it from disk (a major fault) or just maps a fresh zeroed frame (a minor fault). If the address isn't mapped at all, that's a segfault, and the kernel kills the process instead of trying to load anything.	05_3-operating-systems
**What's in an inode, and what's NOT?** An inode holds a file's metadata (type, permissions, owner, size, timestamps, link count) and pointers to its data blocks. It does **not** hold the file's name, names live in directories, which map names → inode numbers. This separation is what makes hard links (multiple names, one inode) possible.	An **inode** holds a file's metadata, its type, permissions, owner, size, timestamps, and link count, plus pointers to the data blocks that hold the actual bytes. What it does not hold is the file's name. Names live in **directories**, which are just files that map names to inode numbers, and that separation is exactly what makes hard links possible: multiple names pointing at the same inode.	05_3-operating-systems
**Decode `chmod 750` and explain what `x` means on a directory.** `750` = owner `rwx` (7), group `r-x` (5), others `---` (0). On a *directory*, `x` means permission to traverse into it / access its entries; without `x` you can't `cd` into it even if you can read the listing.	`chmod 750` sets owner permissions to `rwx` (7), group permissions to `r-x` (5), and others to `---` (0), no access at all. On a **directory** specifically, the `x` bit means permission to traverse into it or access its entries, not permission to read its contents. Without `x` you can't `cd` into a directory even if the `r` bit still lets you list the names inside it.	05_3-operating-systems
**Why must `cd` be a shell builtin instead of an external command?** Because the shell runs external commands by `fork`+`exec` in a *child* process. A child's `chdir` would only change the child's working directory, which dies with the child, leaving the shell's directory unchanged. So `cd` must run in the shell process itself. (Same reasoning applies to `exit`, `export`, etc.)	The shell runs external commands by `fork`ing and then `exec`ing inside a separate child process. If `cd` were an external command, the child's `chdir` call would only change that child's own working directory, and that change disappears the moment the child exits, leaving the shell's directory unchanged. So `cd` has to run inside the shell process itself to actually take effect, and the same reasoning is why `exit` and `export` are also builtins.	05_3-operating-systems
Walk the critical rendering path from HTML bytes to on-screen pixels, naming each stage. At which stage does `display:none` exclude a node, and why?	The pipeline is: parse HTML into the **DOM**, parse CSS into the **CSSOM**, combine both into the **render tree**, run **layout** (compute the geometry of every box), **paint** (rasterize boxes into pixels on layers), then **composite** (combine layers respecting `z-index`/transforms/opacity and send to the screen). `display:none` is excluded at the render tree stage, since that tree only holds the *visible* nodes with their computed styles, so a `display:none` element never gets geometry, paint, or a layer at all.	08_1-frontend
Why is animating `transform` smooth but animating `width` janky? Tie your answer to the layout/paint/composite stages.	`width` changes an element's geometry, so every frame triggers a full **layout** (reflow) that can cascade to other elements, followed by **paint**, before finally compositing, three expensive steps per frame. `transform` (and `opacity`) can be resolved purely at the **composite** stage on the GPU, skipping layout and paint entirely, so the browser just recombines existing layers each frame, which is why it stays smooth.	08_1-frontend
Predict the output order of `console.log("a"); setTimeout(()=>log("b")); Promise.resolve().then(()=>log("c")); console.log("d");` and explain it via microtask vs. macrotask queues.	The output is `a`, `d`, `c`, `b`. Synchronous code on the call stack runs first and to completion, so `a` and `d` print immediately. Then the event loop drains the entire **microtask queue** (the resolved `Promise`'s `.then`, so `c`) before it ever touches the **macrotask queue**, and `setTimeout`'s callback is a macrotask, so `b` runs last.	08_1-frontend
Explain *why* the virtual DOM exists, connecting it to the cost of direct DOM mutation and the idea of reconciliation. What problem does the list `key` prop solve?	Direct DOM mutation is slow (each change can trigger reflow/repaint) and hand-computing the minimal set of updates when state changes is error-prone. React's fix is to have components return a **virtual DOM**, a lightweight JS object tree describing the desired UI; on a state change it re-renders to a new virtual tree and **diffs** it against the previous one (**reconciliation**), then applies only the minimal batched real-DOM operations. The `key` prop gives list items a stable identity so the diff can match elements across renders by identity rather than position, so reordering or inserting doesn't wrongly reuse a node's state or recreate every item.	08_1-frontend
For each of CSR, SSR, SSG, ISR, give a NYX page that fits and say why, citing freshness and SEO.	**CSR** fits a private, logged-in NYX portfolio dashboard: SEO doesn't matter behind a login, and the data is highly interactive and personal, so it's fine that first paint is slower. **SSR** fits a page needing fresh, per-request personalized data where SEO also matters, since it renders full HTML on the server for every request. **SSG** fits a public NYX marketing page or blog post: content rarely changes, so building it once at build time gives the fastest CDN delivery and best SEO. **ISR** fits something like a NYX "market movers" page that should refresh roughly every 60 seconds: it keeps SSG's static speed but rebuilds in the background on a `revalidate` interval for periodic freshness.	08_1-frontend
In the dashboard card, why do we store `data` and `error` in state but compute `total` inline instead of storing it? What bug does the `alive` cleanup flag prevent?	`data` and `error` are the actual results of the fetch and can't be derived from anything else, so they must live in state. `total` is a pure derived value (`data.reduce(...)`) that can always be recomputed from `data`, so storing it separately would risk it drifting out of sync with `data`, the rule is derive, don't store. The `alive` flag prevents the classic "set state after unmount" bug: if `endpoint` changes or the component unmounts while a fetch is still in flight, the cleanup sets `alive = false` so the stale response's `setState` call is skipped instead of overwriting newer state or warning on an unmounted component.	08_1-frontend
Why is `POST` not idempotent while `PUT` and `DELETE` are, and what concrete bug does an idempotency key prevent on a flaky network?	`POST` creates a new resource on each call, so calling it twice produces two resources, while `PUT` (replace) and `DELETE` (remove) have the same end effect no matter how many times you call them. This matters for retries: if a client times out and retries a `PUT`, no harm is done, but retrying a `POST` could double-charge a customer. An **idempotency key** (a unique `Idempotency-Key` header) fixes this: the server stores the result for that key on first execution and replays the same stored response on retry instead of re-running the create, so a flaky network retry can't create a duplicate order or double a charge.	08_2-backend-apis
A client sends valid JSON but with `price: -5`. Which status code should you return and why, and how does FastAPI/Pydantic produce it without you writing an `if`?	Return `422 Unprocessable Entity`: the JSON is well-formed, but a value violates a business rule. You get this for free by declaring the constraint on the Pydantic model, e.g. `price: float = Field(gt=0)`, and FastAPI validates every request against the model before your handler code ever runs, automatically rejecting `-5` with a `422` and a field-level error message. No manual `if price <= 0: raise ...` is needed.	08_2-backend-apis
Contrast offset and cursor pagination on a 10-million-row table: which is fast on page 5000 and why? Connect it to the index discussion in Chapter 7.2.	**Cursor (keyset) pagination** stays fast: `WHERE id > :cursor ORDER BY id LIMIT n` is an index seek, the B-tree jumps straight to the first key past the cursor and reads the next batch, so the work is O(log n) to locate plus a constant number of reads, independent of how deep the page is. **Offset pagination** (`OFFSET 100000 LIMIT 20`) still has to walk past all 100,000 preceding rows before returning the next 20, even with an index on `id`, so latency grows linearly with page depth, making page 5000 far slower than page 1, and it can also skip or duplicate rows if data changes mid-paging.	08_2-backend-apis
Explain GraphQL's N+1 problem with a concrete `users → orders → customer` example, and describe how DataLoader-style batching fixes it.	For a user with 100 orders, a naive GraphQL query `user { orders { customer { name } } }` runs 1 query to fetch the orders, then a *separate* query per order inside the `customer` resolver to fetch that order's customer, 101 round trips total (1 + N) for data that lives in two tables. The **DataLoader** pattern fixes this by having each resolver *register* the customer id it wants instead of fetching immediately; the loader collects all ids requested within one tick of the event loop and fires a single batched `WHERE id IN (...)` query, then hands each resolver its row, deduping shared ids and caching within the request. That turns the same query into 2 total round trips regardless of whether there are 10 orders or 10,000.	08_2-backend-apis
Give two situations where you'd choose GraphQL over REST and two where REST is the better call, citing caching.	Choose **GraphQL** when clients have diverse data needs (mobile wants less data, web wants more) and you want to avoid over-/under-fetching, or when a screen needs to aggregate many resources in one round trip instead of a waterfall of separate REST calls. Choose **REST** when the API is simple and resource-shaped, or when you want easy HTTP caching: REST responses are cacheable by URL, while GraphQL usually funnels everything through one `POST /graphql`, so URL-based caching doesn't apply and you lose that benefit.	08_2-backend-apis
In the FastAPI service, what three things does declaring a Pydantic `response_model` buy you, and why should an unhandled exception return a generic `500` instead of the stack trace?	Declaring `response_model=Item` buys you: (1) automatic **serialization** into exactly the declared shape, stripping any extra fields your handler returns, (2) **validation** that guarantees the response matches the promised contract, and (3) auto-generated **OpenAPI docs** (`/docs`, `/redoc`) built straight from the same type. An unhandled exception should return a generic `500` because leaking a stack trace, SQL, or connection details is a gift to an attacker (and on a HIPAA-aligned product like Anneava, a compliance problem); the right pattern is to log the full trace server-side and return something like `{"error": "internal_server_error"}` to the client.	08_2-backend-apis
Using the restaurant analogy, explain to a non-engineer what an API is and why a client "never enters the kitchen."	The menu is the set of endpoints, exactly what you're allowed to order, and you don't need to know how a dish is made to order it. The waiter is the API contract: you hand over a precise request and get back exactly the agreed shape, which is the promise that lets frontend and backend teams work independently. The kitchen is the backend logic, the database, business rules, and secrets, and the client (browser, app, another service) is never allowed behind the counter to grab a row directly or read the chef's recipes; everything passes through the menu and the waiter. That boundary is what keeps the system safe and swappable: the kitchen can replace its stove entirely, and as long as the salmon comes out the same, the customer never notices.	08_2-backend-apis
Walk through a raw HTTP request and response for creating an order, naming the request line, the status line, and three headers that matter.	The request starts with the **request line** `POST /v1/orders HTTP/1.1` (method, path, version), followed by headers and a blank line, then the JSON body. Three headers that matter: `Authorization: Bearer ...` carries the caller's identity on every request (since the server keeps no session, statelessness), `Idempotency-Key` ensures a retried `POST` can't create a duplicate order, and `Content-Type: application/json` tells the server how to parse the body. The response opens with the **status line** `HTTP/1.1 201 Created`, then headers including `Location: /v1/orders/1001` pointing at the newly created resource, then the JSON body of the created order.	08_2-backend-apis
Name four of the common API mistakes from the Common Mistakes box and give the right version of each.	**Verbs in URLs** (`POST /createOrder`) should instead be a noun path with the HTTP method as the verb (`POST /orders`). **Returning `200 OK` for errors** with a `{"success": false}` body should instead return the real status code (`404`, `422`, `409`) so the status line carries the truth. **Leaking stack traces** in a `500` response should instead log the trace server-side and return a generic `{"error": "internal_server_error"}`. **Offset pagination on huge tables** should instead use cursor/keyset pagination (`WHERE id > :cursor ORDER BY id LIMIT n`), which stays fast at any depth because it rides the index.	08_2-backend-apis
In the second mini-project, how did we keep a single error envelope across *both* HTTP errors and validation errors, and which two exception handlers made that work?	Every error response, regardless of cause, is shaped into the same envelope: `{"error": {"code", "message", "details"}}`. This is done by overriding two exception handlers: `@app.exception_handler(HTTPException)` reshapes explicit `raise HTTPException(...)` errors (like a `409` on a duplicate email) into the envelope, and `@app.exception_handler(RequestValidationError)` reshapes Pydantic's automatic `422` validation failures into the same envelope while preserving the field-level `details` from `exc.errors()`. Together, a `409 Conflict` and a `422` validation failure come back in an identical shape a client can handle with one error parser.	08_2-backend-apis
Distinguish AuthN from AuthZ, and map each to the `401` and `403` status codes with an Anneava example.	**Authentication (AuthN)** answers "who are you?", proving identity via a password or token; **authorization (AuthZ)** answers "what are you allowed to do?", checking permissions for that now-known identity, and it runs on every action, not just once at login. `401 Unauthorized` maps to an AuthN failure: an Anneava nurse whose request has no valid token at all. `403 Forbidden` maps to an AuthZ failure: that same nurse is logged in (authenticated) but tries to sign a prescription, an action reserved for clinicians, so the request is denied even though identity is known.	08_3-auth-and-permissions
